id,garden_name,full_garden_name,qr_url,@qrcode_filename
00128,Adaptive Exchange,The Garden of Adaptive Exchange,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00128,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00128.png
00129,Complex Contemplation,The Garden of Complex Contemplation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00129,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00129.png
00130,Windy Play,The Garden of Windy Play,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00130,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00130.png
00131,Rhizomatic Utopia,The Garden of Rhizomatic Utopia,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00131,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00131.png
00132,Earthly Balance,The Garden of Earthly Balance,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00132,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00132.png
00133,Sleeping Soil,The Garden of Sleeping Soil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00133,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00133.png
00134,Calm Storms,The Garden of Calm Storms,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00134,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00134.png
00135,Gentle Societies,The Garden of Gentle Societies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00135,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00135.png
00136,Spindly Computation,The Garden of Spindly Computation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00136,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00136.png
00137,Sprightly Biologies,The Garden of Sprightly Biologies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00137,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00137.png
00138,Blubbly Networks,The Garden of Blubbly Networks,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00138,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00138.png
00139,Soft Systems,The Garden of Soft Systems,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00139,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00139.png
00140,Slow Structures,The Garden of Slow Structures,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00140,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00140.png
00141,Free Theories,The Garden of Free Theories,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00141,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00141.png
00142,Harmonious Languages,The Garden of Harmonious Languages,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00142,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00142.png
00143,Chaotic Loops,The Garden of Chaotic Loops,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00143,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00143.png
00144,Turbulent Seeds,The Garden of Turbulent Seeds,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00144,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00144.png
00145,Punctuated Pistil,The Garden of Punctuated Pistil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00145,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00145.png
00146,Caring Stamen,The Garden of Caring Stamen,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00146,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00146.png
00147,Organized Friendships,The Garden of Organized Friendships,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00147,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00147.png
00148,Evolving Delights,The Garden of Evolving Delights,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00148,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00148.png
00149,Circular Exchange,The Garden of Circular Exchange,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00149,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00149.png
00150,Adaptive Contemplation,The Garden of Adaptive Contemplation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00150,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00150.png
00151,Complex Play,The Garden of Complex Play,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00151,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00151.png
00152,Windy Utopia,The Garden of Windy Utopia,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00152,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00152.png
00153,Rhizomatic Balance,The Garden of Rhizomatic Balance,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00153,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00153.png
00154,Earthly Soil,The Garden of Earthly Soil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00154,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00154.png
00155,Sleeping Storms,The Garden of Sleeping Storms,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00155,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00155.png
00156,Calm Societies,The Garden of Calm Societies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00156,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00156.png
00157,Gentle Computation,The Garden of Gentle Computation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00157,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00157.png
00158,Spindly Biologies,The Garden of Spindly Biologies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00158,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00158.png
00159,Sprightly Networks,The Garden of Sprightly Networks,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00159,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00159.png
00160,Blubbly Systems,The Garden of Blubbly Systems,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00160,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00160.png
00161,Soft Structures,The Garden of Soft Structures,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00161,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00161.png
00162,Slow Theories,The Garden of Slow Theories,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00162,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00162.png
00163,Free Languages,The Garden of Free Languages,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00163,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00163.png
00164,Harmonious Loops,The Garden of Harmonious Loops,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00164,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00164.png
00165,Chaotic Seeds,The Garden of Chaotic Seeds,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00165,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00165.png
00166,Turbulent Pistil,The Garden of Turbulent Pistil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00166,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00166.png
00167,Punctuated Stamen,The Garden of Punctuated Stamen,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00167,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00167.png
00168,Caring Friendships,The Garden of Caring Friendships,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00168,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00168.png
00169,Organized Delights,The Garden of Organized Delights,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00169,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00169.png
00170,Evolving Exchange,The Garden of Evolving Exchange,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00170,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00170.png
00171,Circular Contemplation,The Garden of Circular Contemplation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00171,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00171.png
00172,Adaptive Play,The Garden of Adaptive Play,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00172,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00172.png
00173,Complex Utopia,The Garden of Complex Utopia,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00173,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00173.png
00174,Windy Balance,The Garden of Windy Balance,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00174,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00174.png
00175,Rhizomatic Soil,The Garden of Rhizomatic Soil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00175,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00175.png
00176,Earthly Storms,The Garden of Earthly Storms,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00176,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00176.png
00177,Sleeping Societies,The Garden of Sleeping Societies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00177,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00177.png
00178,Calm Computation,The Garden of Calm Computation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00178,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00178.png
00179,Gentle Biologies,The Garden of Gentle Biologies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00179,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00179.png
00180,Spindly Networks,The Garden of Spindly Networks,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00180,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00180.png
00181,Sprightly Systems,The Garden of Sprightly Systems,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00181,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00181.png
00182,Blubbly Structures,The Garden of Blubbly Structures,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00182,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00182.png
00183,Soft Theories,The Garden of Soft Theories,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00183,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00183.png
00184,Slow Languages,The Garden of Slow Languages,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00184,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00184.png
00185,Free Loops,The Garden of Free Loops,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00185,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00185.png
00186,Harmonious Seeds,The Garden of Harmonious Seeds,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00186,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00186.png
00187,Chaotic Pistil,The Garden of Chaotic Pistil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00187,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00187.png
00188,Turbulent Stamen,The Garden of Turbulent Stamen,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00188,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00188.png
00189,Punctuated Friendships,The Garden of Punctuated Friendships,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00189,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00189.png
00190,Caring Delights,The Garden of Caring Delights,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00190,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00190.png
00191,Organized Exchange,The Garden of Organized Exchange,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00191,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00191.png
00192,Evolving Contemplation,The Garden of Evolving Contemplation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00192,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00192.png
00193,Circular Play,The Garden of Circular Play,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00193,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00193.png
00194,Adaptive Utopia,The Garden of Adaptive Utopia,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00194,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00194.png
00195,Complex Balance,The Garden of Complex Balance,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00195,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00195.png
00196,Windy Soil,The Garden of Windy Soil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00196,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00196.png
00197,Rhizomatic Storms,The Garden of Rhizomatic Storms,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00197,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00197.png
00198,Earthly Societies,The Garden of Earthly Societies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00198,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00198.png
00199,Sleeping Computation,The Garden of Sleeping Computation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00199,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00199.png
00200,Calm Biologies,The Garden of Calm Biologies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00200,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00200.png
00201,Gentle Networks,The Garden of Gentle Networks,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00201,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00201.png
00202,Spindly Systems,The Garden of Spindly Systems,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00202,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00202.png
00203,Sprightly Structures,The Garden of Sprightly Structures,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00203,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00203.png
00204,Blubbly Theories,The Garden of Blubbly Theories,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00204,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00204.png
00205,Soft Languages,The Garden of Soft Languages,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00205,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00205.png
00206,Slow Loops,The Garden of Slow Loops,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00206,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00206.png
00207,Free Seeds,The Garden of Free Seeds,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00207,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00207.png
00208,Harmonious Pistil,The Garden of Harmonious Pistil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00208,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00208.png
00209,Chaotic Stamen,The Garden of Chaotic Stamen,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00209,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00209.png
00210,Turbulent Friendships,The Garden of Turbulent Friendships,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00210,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00210.png
00211,Punctuated Delights,The Garden of Punctuated Delights,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00211,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00211.png
00212,Caring Exchange,The Garden of Caring Exchange,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00212,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00212.png
00213,Organized Contemplation,The Garden of Organized Contemplation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00213,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00213.png
00214,Evolving Play,The Garden of Evolving Play,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00214,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00214.png
00215,Circular Utopia,The Garden of Circular Utopia,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00215,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00215.png
00216,Adaptive Balance,The Garden of Adaptive Balance,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00216,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00216.png
00217,Complex Soil,The Garden of Complex Soil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00217,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00217.png
00218,Windy Storms,The Garden of Windy Storms,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00218,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00218.png
00219,Rhizomatic Societies,The Garden of Rhizomatic Societies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00219,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00219.png
00220,Earthly Computation,The Garden of Earthly Computation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00220,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00220.png
00221,Sleeping Biologies,The Garden of Sleeping Biologies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00221,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00221.png
00222,Calm Networks,The Garden of Calm Networks,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00222,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00222.png
00223,Gentle Systems,The Garden of Gentle Systems,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00223,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00223.png
00224,Spindly Structures,The Garden of Spindly Structures,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00224,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00224.png
00225,Sprightly Theories,The Garden of Sprightly Theories,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00225,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00225.png
00226,Blubbly Languages,The Garden of Blubbly Languages,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00226,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00226.png
00227,Soft Loops,The Garden of Soft Loops,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00227,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00227.png
00228,Slow Seeds,The Garden of Slow Seeds,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00228,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00228.png
00229,Free Pistil,The Garden of Free Pistil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00229,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00229.png
00230,Harmonious Stamen,The Garden of Harmonious Stamen,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00230,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00230.png
00231,Chaotic Friendships,The Garden of Chaotic Friendships,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00231,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00231.png
00232,Turbulent Delights,The Garden of Turbulent Delights,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00232,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00232.png
00233,Punctuated Exchange,The Garden of Punctuated Exchange,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00233,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00233.png
00234,Caring Contemplation,The Garden of Caring Contemplation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00234,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00234.png
00235,Organized Play,The Garden of Organized Play,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00235,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00235.png
00236,Evolving Utopia,The Garden of Evolving Utopia,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00236,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00236.png
00237,Circular Balance,The Garden of Circular Balance,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00237,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00237.png
00238,Adaptive Soil,The Garden of Adaptive Soil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00238,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00238.png
00239,Complex Storms,The Garden of Complex Storms,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00239,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00239.png
00240,Windy Societies,The Garden of Windy Societies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00240,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00240.png
00241,Rhizomatic Computation,The Garden of Rhizomatic Computation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00241,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00241.png
00242,Earthly Biologies,The Garden of Earthly Biologies,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00242,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00242.png
00243,Sleeping Networks,The Garden of Sleeping Networks,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00243,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00243.png
00244,Calm Systems,The Garden of Calm Systems,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00244,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00244.png
00245,Gentle Structures,The Garden of Gentle Structures,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00245,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00245.png
00246,Spindly Theories,The Garden of Spindly Theories,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00246,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00246.png
00247,Sprightly Languages,The Garden of Sprightly Languages,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00247,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00247.png
00248,Blubbly Loops,The Garden of Blubbly Loops,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00248,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00248.png
00249,Soft Seeds,The Garden of Soft Seeds,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00249,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00249.png
00250,Slow Pistil,The Garden of Slow Pistil,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00250,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00250.png
00251,Free Stamen,The Garden of Free Stamen,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00251,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00251.png
00252,Harmonious Friendships,The Garden of Harmonious Friendships,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00252,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00252.png
00253,Chaotic Delights,The Garden of Chaotic Delights,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00253,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00253.png
00254,Turbulent Exchange,The Garden of Turbulent Exchange,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00254,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00254.png
00255,Punctuated Contemplation,The Garden of Punctuated Contemplation,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00255,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00255.png
00256,Caring Play,The Garden of Caring Play,HTTPS://DECENTRALIZEDWEB.NET/QR/2018.HTML?BADGE=00256,Macintosh HD:Users:provolot:github:seeding-gardens:badge:qrcodes:badges:00256.png
